CPTCode,CPTLongDesc
75630,"Aortography, abdominal plus bilateral iliofemoral lower extremity, catheter, by serialography, radiological supervision and interpretation"
75631,DELETED CODE
75635,"Computed tomographic angiography, abdominal aorta and bilateral iliofemoral lower extremity runoff, with contrast material(s), including noncontrast images, if performed, and image postprocessing"
75650,"Angiography, cervicocerebral, catheter, including vessel origin, radiological supervision and interpretation"
75651,DELETED CODE
75652,DELETED CODE
75653,DELETED CODE
75654,DELETED CODE
75655,DELETED CODE
75656,DELETED CODE
75657,DELETED CODE
75658,"Angiography, brachial, retrograde, radiological supervision and interpretation"
75659,DELETED CODE
75660,"Angiography, external carotid, unilateral, selective, radiological supervision and interpretation"
75661,DELETED CODE
75662,"Angiography, external carotid, bilateral, selective, radiological supervision and interpretation"
75663,DELETED CODE
75665,"Angiography, carotid, cerebral, unilateral, radiological supervision and interpretation"
75667,DELETED CODE
75669,DELETED CODE
75671,"Angiography, carotid, cerebral, bilateral, radiological supervision and interpretation"
75672,DELETED CODE
75673,DELETED CODE
75676,"Angiography, carotid, cervical, unilateral, radiological supervision and interpretation"
75677,DELETED CODE
75678,DELETED CODE
75680,"Angiography, carotid, cervical, bilateral, radiological supervision and interpretation"
75681,DELETED CODE
75682,DELETED CODE
75685,"Angiography, vertebral, cervical, and/or intracranial, radiological supervision and interpretation"
75686,DELETED CODE
75687,DELETED CODE
75690,DELETED CODE
75691,DELETED CODE
75692,DELETED CODE
75695,DELETED CODE
75696,DELETED CODE
75697,DELETED CODE
75705,"Angiography, spinal, selective, radiological supervision and interpretation"
75706,DELETED CODE
75710,"Angiography, extremity, unilateral, radiological supervision and interpretation"
75711,DELETED CODE
75712,DELETED CODE
75716,"Angiography, extremity, bilateral, radiological supervision and interpretation"
75717,DELETED CODE
75718,DELETED CODE
75722,"Angiography, renal, unilateral, selective (including flush aortogram), radiological supervision and interpretation"
75723,DELETED CODE
75724,"Angiography, renal, bilateral, selective (including flush aortogram), radiological supervision and interpretation"
75725,DELETED CODE
75726,"Angiography, visceral, selective or supraselective (with or without flush aortogram), radiological supervision and interpretation"
75727,DELETED CODE
75728,DELETED CODE
75731,"Angiography, adrenal, unilateral, selective, radiological supervision and interpretation"
75732,DELETED CODE
75733,"Angiography, adrenal, bilateral, selective, radiological supervision and interpretation"
75734,DELETED CODE
75736,"Angiography, pelvic, selective or supraselective, radiological supervision and interpretation"
75737,DELETED CODE
75738,DELETED CODE
75741,"Angiography, pulmonary, unilateral, selective, radiological supervision and interpretation"
75742,DELETED CODE
75743,"Angiography, pulmonary, bilateral, selective, radiological supervision and interpretation"
75744,DELETED CODE
75746,"Angiography, pulmonary, by nonselective catheter or venous injection, radiological supervision and interpretation"
75747,DELETED CODE
75748,DELETED CODE
75750,DELETED CODE
75751,DELETED CODE
75752,DELETED CODE
75753,DELETED CODE
75754,DELETED CODE
75755,DELETED CODE
75756,"Angiography, internal mammary, radiological supervision and interpretation"
75757,DELETED CODE
75762,DELETED CODE
75764,DELETED CODE
75766,DELETED CODE
75767,DELETED CODE
75772,DELETED CODE
75773,DELETED CODE
75774,"Angiography, selective, each additional vessel studied after basic examination, radiological supervision and interpretation (List separately in addition to code for primary procedure)"
75775,DELETED CODE
75790,"Angiography, arteriovenous shunt (eg, dialysis patient), radiological supervision and interpretation"
75791,"Angiography, arteriovenous shunt (eg, dialysis patient fistula/graft), complete evaluation of dialysis access, including fluoroscopy, image documentation and report (includes injections of contrast and all necessary imaging from the arterial anastomosis and adjacent artery through entire venous outflow including the inferior or superior vena cava), radiological supervision and interpretation"
75801,"Lymphangiography, extremity only, unilateral, radiological supervision and interpretation"
75802,DELETED CODE
75803,"Lymphangiography, extremity only, bilateral, radiological supervision and interpretation"
75804,DELETED CODE
75805,"Lymphangiography, pelvic/abdominal, unilateral, radiological supervision and interpretation"
75806,DELETED CODE
75807,"Lymphangiography, pelvic/abdominal, bilateral, radiological supervision and interpretation"
75808,DELETED CODE
75809,"Shuntogram for investigation of previously placed indwelling nonvascular shunt (eg, LeVeen shunt, ventriculoperitoneal shunt, indwelling infusion pump), radiological supervision and interpretation"
75810,"Splenoportography, radiological supervision and interpretation"
75811,DELETED CODE
75820,"Venography, extremity, unilateral, radiological supervision and interpretation"
75821,DELETED CODE
75822,"Venography, extremity, bilateral, radiological supervision and interpretation"
75823,DELETED CODE
75825,"Venography, caval, inferior, with serialography, radiological supervision and interpretation"
75826,DELETED CODE
75827,"Venography, caval, superior, with serialography, radiological supervision and interpretation"
75828,DELETED CODE
75831,"Venography, renal, unilateral, selective, radiological supervision and interpretation"
75832,DELETED CODE
75833,"Venography, renal, bilateral, selective, radiological supervision and interpretation"
75834,DELETED CODE
75840,"Venography, adrenal, unilateral, selective, radiological supervision and interpretation"
75841,DELETED CODE
75842,"Venography, adrenal, bilateral, selective, radiological supervision and interpretation"
75843,DELETED CODE
75845,DELETED CODE
75846,DELETED CODE
75847,DELETED CODE
75850,DELETED CODE
75851,DELETED CODE
75860,"Venography, venous sinus (eg, petrosal and inferior sagittal) or jugular, catheter, radiological supervision and interpretation"
75861,DELETED CODE
75870,"Venography, superior sagittal sinus, radiological supervision and interpretation"
75871,DELETED CODE
75872,"Venography, epidural, radiological supervision and interpretation"
75873,DELETED CODE
75880,"Venography, orbital, radiological supervision and interpretation"
75881,DELETED CODE
75885,"Percutaneous transhepatic portography with hemodynamic evaluation, radiological supervision and interpretation"
75886,DELETED CODE
75887,"Percutaneous transhepatic portography without hemodynamic evaluation, radiological supervision and interpretation"
75888,DELETED CODE
75889,"Hepatic venography, wedged or free, with hemodynamic evaluation, radiological supervision and interpretation"
75890,DELETED CODE
75891,"Hepatic venography, wedged or free, without hemodynamic evaluation, radiological supervision and interpretation"
75892,DELETED CODE
75893,"Venous sampling through catheter, with or without angiography (eg, for parathyroid hormone, renin), radiological supervision and interpretation"
75894,"Transcatheter therapy, embolization, any method, radiological supervision and interpretation"
75895,DELETED CODE
75896,"Transcatheter therapy, infusion, other than for thrombolysis, radiological supervision and interpretation"
75897,DELETED CODE
75898,"Angiography through existing catheter for follow-up study for transcatheter therapy, embolization or infusion, other than for thrombolysis"
75900,"Exchange of a previously placed intravascular catheter during thrombolytic therapy with contrast monitoring, radiological supervision and interpretation"
75901,"Mechanical removal of pericatheter obstructive material (eg, fibrin sheath) from central venous device via separate venous access, radiologic supervision and interpretation"
75902,"Mechanical removal of intraluminal (intracatheter) obstructive material from central venous device through device lumen, radiologic supervision and interpretation"
75940,"Percutaneous placement of IVC filter, radiological supervision and interpretation"
75941,DELETED CODE
75945,"Intravascular ultrasound (non-coronary vessel), radiological supervision and interpretation; initial vessel"
75946,"Intravascular ultrasound (non-coronary vessel), radiological supervision and interpretation; each additional non-coronary vessel (List separately in addition to code for primary procedure)"
